0,SS_net_mystery_001,Vuoi ricevere un Dono Segreto?,0,-1,54,1080,0,"0
0
0
-1
0"
1,SS_net_mystery_002,"Non c’è spazio per altri Pokémon.
Vuoi provare comunque a ricevere un dono?",0,-1,54,1080,0,"0
0
0
-1
0"
2,SS_net_mystery_003,"Attenzione!
Se la console si spegne o la connessione
si interrompe mentre stai ricevendo un dono
tramite codice seriale o password, potresti
non essere più in grado di utilizzare
lo stesso codice seriale o la stessa password
per ricevere il dono.
Controlla il livello di carica della batteria
della console o la connessione per assicurarti
che non ci siano problemi.",64,-1,42,840,0,"0
0
0
-1
0"
3,SS_net_mystery_005,"Attenzione!
Hai inserito più volte un codice seriale
o una password errati e per un po’ non
potrai inserire codici o password.
Attendi un po’ prima di riprovare.",64,-1,42,840,0,"0
0
0
-1
0"
4,SS_net_mystery_007,"Controllo in corso.
Non spegnere la console.",20,-1,54,1080,0,"0
0
0
-1
0"
5,SS_net_mystery_305,Controllo in corso. Attendi...,0,-1,54,1080,0,"0
0
0
-1
0"
6,SS_net_mystery_008,"Collegamento in corso.
Non spegnere la console.",0,-1,54,1080,0,"0
0
0
-1
0"
7,SS_net_mystery_009,"Vuoi inserire nuovamente il codice seriale
o la password?",0,-1,54,1080,0,"0
0
0
-1
0"
8,SS_net_mystery_010,Ricerca di un dono in corso.,0,-1,54,1080,0,"0
0
0
-1
0"
9,SS_net_mystery_011,"Si è verificato un problema con la ricezione
del dono.",64,-1,42,840,0,"0
0
0
-1
0"
10,SS_net_mystery_012,Non sono stati trovati doni.,64,-1,42,840,0,"0
0
0
-1
0"
11,SS_net_mystery_013,"Interruzione della comunicazione.
Attendi...",0,-1,54,1080,0,"0
0
0
-1
0"
12,SS_net_mystery_014,Seleziona il dono che vuoi ricevere.,0,-1,54,1080,0,"0
0
0
-1
0"
13,SS_net_mystery_015,Vuoi annullare la ricezione?,0,-1,54,1080,0,"0
0
0
-1
0"
14,SS_net_mystery_016,"Hai già ricevuto questo dono.
Non puoi riceverlo di nuovo.",64,-1,42,840,0,"0
0
0
-1
0"
15,SS_net_mystery_017,"Non c’è spazio per altri Pokémon.
Riprova dopo aver fatto un po’ di spazio
in squadra o nei Box.",64,-1,42,840,0,"0
0
0
-1
0"
16,SS_net_mystery_018,"Ricezione del dono in corso.
Non spegnere la console.",0,-1,54,1080,0,"0
0
0
-1
0"
17,SS_net_mystery_019,"È stato trovato un dono, ma non puoi ottenerlo
con questo software.",64,-1,42,840,0,"0
0
0
-1
0"
18,SS_net_mystery_020,"Verrà stabilito il collegamento a Internet.
Il gioco verrà salvato. Vuoi continuare?",0,-1,54,1080,0,"0
0
0
-1
0"
19,SS_net_mystery_021,"Connessione in corso.
Attendi...",20,-1,54,1080,0,"0
0
0
-1
0"
20,SS_net_mystery_022,Collegamento a Internet riuscito.,0,-1,54,1080,0,"0
0
0
-1
0"
21,SS_net_mystery_023,"Salvataggio in corso.
Attendi...",20,-1,54,1080,0,"0
0
0
-1
0"
22,SS_net_mystery_024,Controlla i Box!,0,-1,54,1080,0,"0
0
0
-1
0"
23,SS_net_mystery_025,Controlla la squadra!,0,-1,54,1080,0,"0
0
0
-1
0"
24,SS_net_mystery_026,"Comunicazione in corso.
Non spegnere la console.",0,-1,54,1080,0,"0
0
0
-1
0"
25,SS_net_mystery_027,"Connessione in corso.
Attendi...",0,-1,54,1080,0,"0
0
0
-1
0"
67,SS_net_mystery_307,"Hai ricevuto il seguente strumento:
{tag:0} ×{tag:1}",63,-1,42,840,0,"0
0
0
-1
0",5,1,22,0,0,0,,0,6,2,2,1,0,205,,0
68,SS_net_mystery_308,"Hai ricevuto i seguenti strumenti:
{tag:0} ×{tag:1}",63,-1,42,840,0,"0
0
0
-1
0",5,1,22,0,0,0,,0,6,2,2,1,0,205,,0
69,SS_net_mystery_309,"Hai ricevuto i seguenti strumenti:
{tag:0} ×{tag:1}
{tag:2} ×{tag:3}",63,-1,42,840,0,"0
0
0
-1
0",5,1,22,0,0,0,,0,6,2,2,1,0,205,,0,7,1,22,0,0,0,,0,8,2,2,1,0,205,,0
70,SS_net_mystery_310,"Hai ricevuto i seguenti strumenti:
{tag:0} ×{tag:1}
{tag:2} ×{tag:3}
{tag:4} ×{tag:5}",63,-1,42,840,0,"0
0
0
-1
0",5,1,22,0,0,0,,0,6,2,2,1,0,205,,0,7,1,22,0,0,0,,0,8,2,2,1,0,205,,0,9,1,22,0,0,0,,0,10,2,2,1,0,205,,0
71,SS_net_mystery_311,"Hai ricevuto i seguenti strumenti:
{tag:0} ×{tag:1}
{tag:2} ×{tag:3}
{tag:4} ×{tag:5}
{tag:6} ×{tag:7}",63,-1,42,840,0,"0
0
0
-1
0",5,1,22,0,0,0,,0,6,2,2,1,0,205,,0,7,1,22,0,0,0,,0,8,2,2,1,0,205,,0,9,1,22,0,0,0,,0,10,2,2,1,0,205,,0,11,1,22,0,0,0,,0,12,2,2,1,0,205,,0
26,SS_net_mystery_037,"Puoi ricevere questo dono solo una volta
al giorno.
Potrai riceverlo nuovamente il giorno
successivo.",64,-1,42,840,0,"0
0
0
-1
0"
27,SS_net_mystery_038,"Puoi ricevere questo dono una volta al giorno.
Oggi lo hai già ricevuto. Riprova domani.",64,-1,42,840,0,"0
0
0
-1
0"
28,SS_net_mystery_039,"Puoi ricevere al massimo 10 doni giornalieri.
Hai già raggiunto il numero massimo per
questo genere di doni. Riprova domani.",64,-1,42,840,0,"0
0
0
-1
0"
29,SS_net_mystery_040,Collegamento a Internet stabilito.,0,-1,54,1080,0,"0
0
0
-1
0"
30,SS_net_mystery_041,"Codice seriale o password errati.
Attenzione!
Hai inserito più volte un codice seriale
o una password errati. L’accesso è stato
temporaneamente bloccato.
Attendi un po’ prima di riprovare.",64,-1,42,840,0,"0
0
0
-1
0"
31,SS_net_mystery_042,"Codice seriale o password errati.
Attenzione!
Hai inserito più volte un codice seriale
o una password errati. L’accesso è stato
temporaneamente bloccato.
Attendi un po’ prima di riprovare.",26,-1,54,1080,0,"0
0
0
-1
0"
32,SS_net_mystery_043,Comunicazione locale attivata.,0,-1,54,1080,0,"0
0
0
-1
0"
33,SS_net_mystery_044,"Codice seriale o password errati.
Verifica di averli inseriti correttamente.
Attenzione: se inserisci più volte un codice
seriale o una password errati, l’accesso sarà
bloccato temporaneamente.",64,-1,42,840,0,"0
0
0
-1
0"
