0,DLP_GMStation_001,"Per poter utilizzare la SPG, è necessaria
l’iscrizione a pagamento a Nintendo Switch
{pageend:Online.}
Riprova nel caso in cui tu decida di effettuare
l’iscrizione a Nintendo Switch Online.",0,-1,54,1080,0,"0
0
0
-1
0"
1,DLP_GMStation_002,Verifica la connessione.,0,-1,54,1080,0,"0
0
0
-1
0"
2,DLP_GMStation_003,Vuoi chiudere la SPG?,0,-1,54,1080,0,"0
0
0
-1
0"
3,DLP_GMStation_004,Vuoi eliminare questo contrassegno?,0,-1,54,1080,0,"0
0
0
-1
0"
0,,,0,0,0,0,0,
7,DLP_GMStation_006,Vuoi salvare e iniziare uno scambio prodigioso?,0,-1,54,1080,0,"0
0
0
-1
0"
8,DLP_GMStation_007,"È in corso la ricerca di giocatori con cui
fare uno scambio.",0,-1,54,1080,0,"0
0
0
-1
0"
9,DLP_GMStation_008,"Questo punto è già contrassegnato con
{pageend:un altro Pokémon.}
Scegli che Pokémon usare come contrassegno
in questo punto.",0,-1,54,1080,0,"0
0
0
-1
0"
10,DLP_GMStation_009,"Il nuovo Pokémon verrà usato come
contrassegno.",0,-1,54,1080,0,"0
0
0
-1
0"
11,DLP_GMStation_010,Il contrassegno attuale non verrà modificato.,0,-1,54,1080,0,"0
0
0
-1
0"
12,DLP_GMStation_011,Dettagli,42,-1,42,504,0,"0
0
0
-1
0"
13,DLP_GMStation_012,Elimina,42,-1,42,504,0,"0
0
0
-1
0"
14,DLP_GMStation_013,"Vuoi cambiare il Pokémon usato come
contrassegno in questo punto?",0,-1,54,1080,0,"0
0
0
-1
0"
15,DLP_GMStation_014,Il contrassegno è stato cambiato.,0,-1,54,1080,0,"0
0
0
-1
0"
16,DLP_GMStation_015,Il contrassegno è stato eliminato.,0,-1,54,1080,0,"0
0
0
-1
0"
17,DLP_GMStation_016,SPG,42,-1,42,504,0,"0
0
0
-1
0"
18,DLP_GMStation_017,Nuovo,35,-1,42,210,0,"0
0
0
-1
0"
19,DLP_GMStation_018,Punto {tag:0},39,-1,42,420,0,"0
0
0
-1
0",0,2,2,1,0,205,,0
20,DLP_GMStation_019,Dati,35,-1,42,210,0,"0
0
0
-1
0"
21,DLP_GMStation_020,{tag:0},174,-1,32,416,0,"0
0
0
-1
0",0,1,2,0,0,0,,0
22,DLP_GMStation_021,♀,165,-1,32,96,0,"0
0
0
-1
0"
23,DLP_GMStation_022,♂,165,-1,32,96,0,"0
0
0
-1
0"
24,DLP_GMStation_023,L. {tag:0},169,-1,32,224,0,"0
0
0
-1
0",0,2,2,1,0,205,,0
25,DLP_GMStation_024,Nº {tag:0},169,-1,32,224,0,"0
0
0
-1
0",0,2,2,1,0,205,,0
26,DLP_GMStation_025,Nº {tag:0},169,-1,32,224,0,"0
0
0
-1
0",0,2,2,1,0,205,,0
27,DLP_GMStation_026,{tag:0},174,-1,32,416,0,"0
0
0
-1
0",0,1,1,0,0,0,,0
28,DLP_GMStation_027,GPN,166,-1,32,128,0,"0
0
0
-1
0"
29,DLP_GMStation_028,ING,167,-1,32,160,0,"0
0
0
-1
0"
30,DLP_GMStation_029,SPA,167,-1,32,160,0,"0
0
0
-1
0"
31,DLP_GMStation_030,FRA,167,-1,32,160,0,"0
0
0
-1
0"
32,DLP_GMStation_031,TED,167,-1,32,160,0,"0
0
0
-1
0"
33,DLP_GMStation_032,ITA,167,-1,32,160,0,"0
0
0
-1
0"
34,DLP_GMStation_033,COR,167,-1,32,160,0,"0
0
0
-1
0"
35,DLP_GMStation_034,CIN-T,167,-1,32,160,0,"0
0
0
-1
0"
36,DLP_GMStation_035,CIN-S,167,-1,32,160,0,"0
0
0
-1
0"
37,DLP_GMStation_036,{tag:0}/{tag:1}/{tag:2},155,-1,42,504,0,"0
0
0
-1
0",2,2,1,1,0,205,,0,1,2,1,1,0,205,,0,0,2,3,1,0,0,,0
38,DLP_GMStation_037,{tag:0}/{tag:1},39,-1,42,420,0,"0
0
0
-1
0",0,2,2,1,0,205,,0,1,2,2,1,0,205,,0
39,DLP_GMStation_038,Ruota,83,-1,32,320,0,"0
0
0
-1
0"
40,DLP_GMStation_039,Ingrandisci,83,-1,32,320,0,"0
0
0
-1
0"
41,DLP_GMStation_040,Rimpicciolisci,83,-1,32,320,0,"0
0
0
-1
0"
42,DLP_GMStation_041,Usa la SPG,42,-1,42,504,0,"0
0
0
-1
0"
43,DLP_GMStation_042,Guida,42,-1,42,504,0,"0
0
0
-1
0"
44,DLP_GMStation_043,Esci,42,-1,42,504,0,"0
0
0
-1
0"
48,DLP_GMStation_044,Scambia,42,-1,42,504,0,"0
0
0
-1
0"
49,DLP_GMStation_045,Vedi il mappamondo,42,-1,42,504,0,"0
0
0
-1
0"
50,DLP_GMStation_046,Seleziona,42,-1,42,504,0,"0
0
0
-1
0"
51,DLP_GMStation_047,Info,42,-1,42,504,0,"0
0
0
-1
0"
52,DLP_GMStation_048,Sì,42,-1,42,504,0,"0
0
0
-1
0"
53,DLP_GMStation_049,No,42,-1,42,504,0,"0
0
0
-1
0"
55,DLP_GMStation_050,Esci,83,-1,32,320,0,"0
0
0
-1
0"
56,DLP_GMStation_051,Lo scambio è stato annullato.,0,-1,54,1080,0,"0
0
0
-1
0"
57,DLP_GMStation_052,"Non è stato trovato nessuno con cui scambiare
Pokémon.",0,-1,54,1080,0,"0
0
0
-1
0"
58,DLP_GMStation_053,"È stato trovato un giocatore con cui scambiare
Pokémon! Ha inizio lo scambio.",0,-1,54,1080,0,"0
0
0
-1
0"
59,DLP_GMStation_054,"Non puoi registrare altri Pokémon.
Sostituisci i dati di un Pokémon già registrato.",0,-1,54,1080,0,"0
0
0
-1
0"
60,DLP_GMStation_055,Vuoi sostituire i dati di questo Pokémon?,0,-1,54,1080,0,"0
0
0
-1
0"
61,DLP_GMStation_056,I dati del Pokémon sono stati sostituiti.,0,-1,54,1080,0,"0
0
0
-1
0"
62,DLP_GMStation_057,Vuoi annullare le modifiche?,0,-1,54,1080,0,"0
0
0
-1
0"
63,DLP_GMStation_058,I dati dei Pokémon non sono stati modificati.,0,-1,54,1080,0,"0
0
0
-1
0"
64,DLP_GMStation_059,"Vuoi lasciare il Pokémon attuale come
contrassegno?",0,-1,54,1080,0,"0
0
0
-1
0"
65,DLP_GMStation_060,Hai contrassegnato {tag:0} posti!,50,-1,42,756,0,"0
0
0
-1
0",0,2,2,1,0,205,,0
66,DLP_GMStation_061,Hai completato il mappamondo!,50,-1,42,756,0,"0
0
0
-1
0"
67,DLP_GMStation_062,---,172,-1,32,352,0,"0
0
0
-1
0"
68,DLP_GMStation_063,Soprannome,39,-1,42,420,0,"0
0
0
-1
0"
